,Quarter,Municipality,Total,Males,Females,Non-binary/Other,Icelandic citizens,Foreign citizens
2846,2021Q3, Sveitarfelagid Arborg,10590,5360,5230,0,9840,750
2847,2021Q3, Sveitarfelagid Hornafjordur,2380,1240,1140,.,1890,490
2848,2021Q3, Myrdalshreppur,740,380,360,.,400,340
2849,2021Q3, Skaftarhreppur,590,330,270,.,430,170
2850,2021Q3, Asahreppur,250,130,120,.,200,50
2851,2021Q3, Rangarthing eystra,1880,980,900,.,1490,390
2852,2021Q3, Rangarthing ytra,1710,880,840,.,1450,270
2853,2021Q3, Hrunamannahreppur,790,420,380,.,610,180
2854,2021Q3, Hveragerdisbaer,2900,1450,1450,.,2740,170
2855,2021Q3, Sveitarfelagid Olfus,2380,1260,1120,.,1990,390
2856,2021Q3, Grimsnes- og Grafningshreppur,500,270,230,.,420,70
2857,2021Q3, Skeida- og Gnupverjahreppur,570,280,280,0,510,60
2858,2021Q3, Blaskogabyggd,1110,540,570,.,860,260
2859,2021Q3, Floahreppur,680,340,330,.,640,40
2860,2021Q4,Total,364970,185780,179110,70,317190,47770
2861,2021Q4,Capital region,233390,117820,115520,60,203120,30270
2862,2021Q4, Reykjavikurborg,130660,66130,64500,35,109590,21070
2863,2021Q4, Kopavogsbaer,38060,19160,18890,5,34310,3750
2864,2021Q4, Seltjarnarnesbaer,4570,2250,2320,0,4180,390
2865,2021Q4, Gardabaer,18050,8910,9130,5,17240,810
2866,2021Q4, Hafnarfjardarkaupstadur,29050,14690,14360,5,25800,3250
2867,2021Q4, Mosfellsbaer,12770,6540,6230,0,11780,980
2868,2021Q4, Kjosarhreppur,240,130,100,.,220,15
2869,2021Q4,Other regions,131570,67970,63590,15,114070,17500
2870,2021Q4, Reykjanesbaer,19440,10190,9250,.,15080,4360
2871,2021Q4, Grindavikurbaer,3480,1830,1650,0,2890,590
2872,2021Q4, Sveitarfelagid Vogar,1310,710,610,.,1090,220
2873,2021Q4, Sudurnesjabaer,3650,1930,1720,0,2990,660
2874,2021Q4, Akraneskaupstadur,7700,4000,3700,0,6980,710
2875,2021Q4, Skorradalshreppur,60,30,25,.,60,.
2876,2021Q4, Hvalfjardarsveit,670,350,330,.,630,40
2877,2021Q4, Borgarbyggd,3750,1980,1780,0,3260,500
2878,2021Q4, Grundarfjardarbaer,810,430,380,.,630,170
2879,2021Q4, Eyja- og Miklaholtshreppur,100,50,50,.,80,15
2880,2021Q4, Snaefellsbaer,1610,840,770,.,1310,300
2881,2021Q4, Sveitarfelagid Stykkisholmur,1250,640,610,.,1070,180
2882,2021Q4, Dalabyggd,650,340,320,.,610,40
2883,2021Q4, Bolungarvikurkaupstadur,940,490,450,.,750,190
2884,2021Q4, Isafjardarbaer,3720,1870,1850,.,3100,620
2885,2021Q4, Reykholahreppur,230,110,120,.,220,5
2886,2021Q4, Vesturbyggd,1320,720,600,.,1040,280
2887,2021Q4, Sudavikurhreppur,200,120,90,.,140,60
2888,2021Q4, Arneshreppur,40,25,15,.,40,0
2889,2021Q4, Kaldrananeshreppur,110,50,50,.,90,15
2890,2021Q4, Strandabyggd,410,210,190,.,380,25
2891,2021Q4, Hunathing vestra,1190,590,610,.,1070,120
2892,2021Q4, Sveitarfelagid Skagastrond,480,250,230,.,450,20
2893,2021Q4, Hunabyggd,1380,730,640,.,1230,150
2894,2021Q4, Skagafjordur,4200,2110,2090,.,3920,280
2895,2021Q4, Akureyrarbaer,19330,9680,9650,5,18230,1100
2896,2021Q4, Nordurthing,2960,1560,1390,.,2470,480
2897,2021Q4, Fjallabyggd,1940,970,970,0,1800,140
2898,2021Q4, Dalvikurbyggd,1830,930,900,0,1640,190
2899,2021Q4, Eyjafjardarsveit,1100,560,540,.,1060,40
2900,2021Q4, Horgarsveit,690,340,350,.,670,20
2901,2021Q4, Svalbardsstrandarhreppur,440,230,210,.,380,60
2902,2021Q4, Grytubakkahreppur,360,190,170,.,320,40
2903,2021Q4, Tjorneshreppur,60,30,30,.,50,10
2904,2021Q4, Thingeyjarsveit,1310,680,620,0,1170,130
2905,2021Q4, Langanesbyggd,580,320,260,.,470,110
2906,2021Q4, Fjardabyggd,5070,2730,2350,.,4230,850
2907,2021Q4, Mulathing,4960,2580,2380,.,4380,580
2908,2021Q4, Vopnafjardarhreppur,660,330,330,.,610,50
2909,2021Q4, Fljotsdalshreppur,100,60,35,.,80,15
2910,2021Q4, Vestmannaeyjabaer,4290,2280,2010,.,3800,490
2911,2021Q4, Sveitarfelagid Arborg,10660,5390,5270,0,9920,750
2912,2021Q4, Sveitarfelagid Hornafjordur,2360,1230,1130,.,1870,490
2913,2021Q4, Myrdalshreppur,760,390,370,.,390,370
2914,2021Q4, Skaftarhreppur,580,320,270,.,420,160
2915,2021Q4, Asahreppur,250,130,120,.,200,50
2916,2021Q4, Rangarthing eystra,1890,990,900,.,1500,400
2917,2021Q4, Rangarthing ytra,1750,900,850,.,1470,280
2918,2021Q4, Hrunamannahreppur,800,420,380,.,610,190
2919,2021Q4, Hveragerdisbaer,2940,1480,1460,.,2770,170
2920,2021Q4, Sveitarfelagid Olfus,2390,1260,1120,.,2020,370
2921,2021Q4, Grimsnes- og Grafningshreppur,500,270,230,.,430,70
2922,2021Q4, Skeida- og Gnupverjahreppur,570,290,280,0,520,50
2923,2021Q4, Blaskogabyggd,1100,540,560,.,840,260
2924,2021Q4, Floahreppur,680,340,340,.,630,45
2925,2022Q1,Total,365740,186390,179270,80,317050,48690
2926,2022Q1,Capital region,233920,118240,115620,60,203000,30920
2927,2022Q1, Reykjavikurborg,130880,66340,64500,40,109400,21470
2928,2022Q1, Kopavogsbaer,38080,19170,18900,5,34280,3800
2929,2022Q1, Seltjarnarnesbaer,4560,2250,2310,0,4160,390
2930,2022Q1, Gardabaer,18150,8970,9180,5,17310,840
2931,2022Q1, Hafnarfjardarkaupstadur,29190,14770,14420,10,25820,3370
2932,2022Q1, Mosfellsbaer,12830,6610,6220,0,11800,1030
2933,2022Q1, Kjosarhreppur,240,140,110,.,230,15
2934,2022Q1,Other regions,131820,68150,63650,20,114050,17770
2935,2022Q1, Reykjanesbaer,19660,10320,9340,0,15130,4520
2936,2022Q1, Grindavikurbaer,3510,1840,1670,0,2910,600
2937,2022Q1, Sveitarfelagid Vogar,1310,710,610,.,1080,230
2938,2022Q1, Sudurnesjabaer,3670,1960,1720,0,3000,670
2939,2022Q1, Akraneskaupstadur,7690,3980,3710,0,7000,690
2940,2022Q1, Skorradalshreppur,60,30,25,.,60,.
2941,2022Q1, Hvalfjardarsveit,680,350,330,0,640,40
2942,2022Q1, Borgarbyggd,3750,1970,1770,0,3250,490
2943,2022Q1, Grundarfjardarbaer,810,420,390,.,630,180
2944,2022Q1, Eyja- og Miklaholtshreppur,100,50,50,.,90,15
2945,2022Q1, Snaefellsbaer,1610,830,770,.,1300,300
2946,2022Q1, Sveitarfelagid Stykkisholmur,1240,640,600,.,1050,190
2947,2022Q1, Dalabyggd,650,340,310,.,610,40
2948,2022Q1, Bolungarvikurkaupstadur,920,490,430,.,730,190
2949,2022Q1, Isafjardarbaer,3700,1860,1830,.,3100,600
2950,2022Q1, Reykholahreppur,240,120,120,.,230,5
2951,2022Q1, Vesturbyggd,1330,720,610,.,1040,290
2952,2022Q1, Sudavikurhreppur,200,120,90,.,150,60
2953,2022Q1, Arneshreppur,35,25,15,.,35,0
2954,2022Q1, Kaldrananeshreppur,100,50,50,.,90,15
2955,2022Q1, Strandabyggd,400,210,190,.,380,20
2956,2022Q1, Hunathing vestra,1200,590,610,.,1080,120
2957,2022Q1, Sveitarfelagid Skagastrond,470,250,220,.,450,25
2958,2022Q1, Hunabyggd,1370,730,640,.,1220,140
2959,2022Q1, Skagafjordur,4180,2100,2080,.,3890,290
2960,2022Q1, Akureyrarbaer,19290,9680,9610,5,18160,1130
2961,2022Q1, Nordurthing,2960,1560,1390,.,2470,490
2962,2022Q1, Fjallabyggd,1960,990,970,0,1800,160
2963,2022Q1, Dalvikurbyggd,1840,940,900,0,1650,190
2964,2022Q1, Eyjafjardarsveit,1110,570,550,.,1070,50
2965,2022Q1, Horgarsveit,710,360,350,.,690,20
2966,2022Q1, Svalbardsstrandarhreppur,440,230,210,.,380,60
2967,2022Q1, Grytubakkahreppur,360,190,170,.,320,40
2968,2022Q1, Tjorneshreppur,60,30,30,.,50,10
2969,2022Q1, Thingeyjarsveit,1300,680,620,0,1160,140
2970,2022Q1, Langanesbyggd,570,310,260,.,460,110
2971,2022Q1, Fjardabyggd,5060,2730,2330,.,4200,850
2972,2022Q1, Mulathing,4940,2570,2380,0,4380,570
2973,2022Q1, Vopnafjardarhreppur,650,320,330,.,610,45
2974,2022Q1, Fljotsdalshreppur,90,60,35,.,80,15
2975,2022Q1, Vestmannaeyjabaer,4310,2290,2020,.,3800,510
2976,2022Q1, Sveitarfelagid Arborg,10690,5410,5280,0,9930,750
2977,2022Q1, Sveitarfelagid Hornafjordur,2350,1230,1130,.,1860,490
2978,2022Q1, Myrdalshreppur,770,400,370,.,390,380
2979,2022Q1, Skaftarhreppur,570,310,260,.,420,150
2980,2022Q1, Asahreppur,240,120,120,.,200,40
2981,2022Q1, Rangarthing eystra,1880,980,890,.,1490,390
2982,2022Q1, Rangarthing ytra,1770,910,860,.,1480,290
2983,2022Q1, Hrunamannahreppur,800,420,380,.,610,190
2984,2022Q1, Hveragerdisbaer,2980,1490,1490,.,2810,170
2985,2022Q1, Sveitarfelagid Olfus,2380,1250,1120,.,2010,370
2986,2022Q1, Grimsnes- og Grafningshreppur,490,260,230,.,420,70
2987,2022Q1, Skeida- og Gnupverjahreppur,570,290,280,0,520,50
2988,2022Q1, Blaskogabyggd,1130,560,570,.,850,280
2989,2022Q1, Floahreppur,690,350,340,.,640,45
2990,2022Q2,Total,369460,188380,180980,100,317790,51670
2991,2022Q2,Capital region,235830,119250,116510,80,203280,32550
2992,2022Q2, Reykjavikurborg,132050,66920,65080,50,109470,22590
2993,2022Q2, Kopavogsbaer,38400,19350,19040,10,34410,3990
2994,2022Q2, Seltjarnarnesbaer,4550,2250,2300,0,4160,390
2995,2022Q2, Gardabaer,18220,8990,9230,0,17320,900
2996,2022Q2, Hafnarfjardarkaupstadur,29410,14890,14510,10,25880,3530
2997,2022Q2, Mosfellsbaer,12940,6700,6240,0,11810,1130
2998,2022Q2, Kjosarhreppur,260,140,110,.,240,15
2999,2022Q2,Other regions,133630,69130,64470,25,114500,19130
3000,2022Q2, Reykjanesbaer,20330,10700,9630,0,15250,5080
3001,2022Q2, Grindavikurbaer,3540,1860,1680,0,2940,600
3002,2022Q2, Sveitarfelagid Vogar,1340,720,620,.,1100,240
3003,2022Q2, Sudurnesjabaer,3730,2000,1730,0,3030,700
3004,2022Q2, Akraneskaupstadur,7760,4000,3760,0,7080,680
3005,2022Q2, Skorradalshreppur,70,35,35,.,60,10
3006,2022Q2, Hvalfjardarsveit,720,390,330,0,650,70
3007,2022Q2, Borgarbyggd,3790,1990,1790,0,3240,540
3008,2022Q2, Grundarfjardarbaer,810,430,380,.,630,180
3009,2022Q2, Eyja- og Miklaholtshreppur,100,50,60,.,90,15
3010,2022Q2, Snaefellsbaer,1620,840,780,.,1290,340
3011,2022Q2, Sveitarfelagid Stykkisholmur,1250,650,610,.,1040,210
3012,2022Q2, Dalabyggd,640,330,310,.,600,40
3013,2022Q2, Bolungarvikurkaupstadur,930,500,440,.,740,190
3014,2022Q2, Isafjardarbaer,3710,1860,1850,.,3100,610
3015,2022Q2, Reykholahreppur,230,120,120,.,230,5
3016,2022Q2, Vesturbyggd,1350,740,610,.,1030,320
3017,2022Q2, Sudavikurhreppur,210,120,90,.,150,60
3018,2022Q2, Arneshreppur,40,25,15,.,40,0
3019,2022Q2, Kaldrananeshreppur,100,50,50,.,90,10
3020,2022Q2, Strandabyggd,410,210,190,.,380,25
3021,2022Q2, Hunathing vestra,1200,590,610,.,1070,130
3022,2022Q2, Sveitarfelagid Skagastrond,470,240,220,.,440,25
3023,2022Q2, Hunabyggd,1350,720,630,.,1210,140
3024,2022Q2, Skagafjordur,4200,2110,2090,.,3890,310
3025,2022Q2, Akureyrarbaer,19380,9710,9660,5,18180,1210
3026,2022Q2, Nordurthing,3020,1600,1420,.,2500,520
3027,2022Q2, Fjallabyggd,1950,980,970,0,1790,160
3028,2022Q2, Dalvikurbyggd,1860,940,920,0,1660,200
3029,2022Q2, Eyjafjardarsveit,1120,560,550,.,1070,50
3030,2022Q2, Horgarsveit,730,360,370,.,700,30
3031,2022Q2, Svalbardsstrandarhreppur,470,250,220,.,410,60
3032,2022Q2, Grytubakkahreppur,370,190,170,.,330,40
3033,2022Q2, Tjorneshreppur,60,30,30,.,50,5
3034,2022Q2, Thingeyjarsveit,1340,700,640,0,1170,170
3035,2022Q2, Langanesbyggd,560,300,260,.,470,100
3036,2022Q2, Fjardabyggd,5060,2730,2330,0,4190,870
3037,2022Q2, Mulathing,5000,2580,2410,0,4390,610
3038,2022Q2, Vopnafjardarhreppur,660,320,330,.,610,50
3039,2022Q2, Fljotsdalshreppur,90,60,35,.,80,15
3040,2022Q2, Vestmannaeyjabaer,4320,2300,2030,.,3800,520
3041,2022Q2, Sveitarfelagid Arborg,10820,5460,5350,5,10030,790
3042,2022Q2, Sveitarfelagid Hornafjordur,2410,1260,1150,.,1860,550
3043,2022Q2, Myrdalshreppur,780,410,370,.,380,390
3044,2022Q2, Skaftarhreppur,600,330,270,.,420,190
3045,2022Q2, Asahreppur,240,130,120,.,200,40
3046,2022Q2, Rangarthing eystra,1910,1000,910,.,1480,430
3047,2022Q2, Rangarthing ytra,1780,910,870,.,1490,290
3048,2022Q2, Hrunamannahreppur,820,430,390,.,620,210
3049,2022Q2, Hveragerdisbaer,3040,1530,1520,.,2860,180
3050,2022Q2, Sveitarfelagid Olfus,2420,1290,1130,.,2010,400
3051,2022Q2, Grimsnes- og Grafningshreppur,510,270,240,.,420,80
3052,2022Q2, Skeida- og Gnupverjahreppur,570,290,280,0,520,50
3053,2022Q2, Blaskogabyggd,1170,580,590,.,850,330
3054,2022Q2, Floahreppur,690,350,340,.,640,50
3055,2022Q3,Total,373010,190390,182510,110,318170,54840
3056,2022Q3,Capital region,237800,120280,117440,90,203360,34450
3057,2022Q3, Reykjavikurborg,133190,67470,65660,60,109360,23830
3058,2022Q3, Kopavogsbaer,38650,19480,19160,10,34380,4270
3059,2022Q3, Seltjarnarnesbaer,4550,2240,2310,0,4160,390
3060,2022Q3, Gardabaer,18380,9070,9300,0,17420,950
3061,2022Q3, Hafnarfjardarkaupstadur,29770,15120,14650,10,25940,3830
3062,2022Q3, Mosfellsbaer,13000,6750,6240,0,11840,1160
3063,2022Q3, Kjosarhreppur,270,150,120,.,250,15
3064,2022Q3,Other regions,135210,70110,65080,25,114820,20390
3065,2022Q3, Reykjanesbaer,20810,11050,9770,0,15370,5450
3066,2022Q3, Grindavikurbaer,3540,1860,1680,0,2930,610
3067,2022Q3, Sveitarfelagid Vogar,1330,720,610,.,1080,250
3068,2022Q3, Sudurnesjabaer,3790,2030,1760,0,3040,750
3069,2022Q3, Akraneskaupstadur,7790,4030,3770,0,7100,700
3070,2022Q3, Skorradalshreppur,60,30,25,.,60,0
3071,2022Q3, Hvalfjardarsveit,730,400,330,0,640,90
3072,2022Q3, Borgarbyggd,3900,2050,1850,0,3240,660
3073,2022Q3, Grundarfjardarbaer,830,440,390,.,630,200
3074,2022Q3, Eyja- og Miklaholtshreppur,110,50,60,.,90,20
3075,2022Q3, Snaefellsbaer,1640,860,780,.,1280,360
3076,2022Q3, Sveitarfelagid Stykkisholmur,1270,660,610,.,1050,220
3077,2022Q3, Dalabyggd,640,340,310,.,600,40
3078,2022Q3, Bolungarvikurkaupstadur,950,500,450,.,760,200
3079,2022Q3, Isafjardarbaer,3730,1880,1850,.,3100,630
3080,2022Q3, Reykholahreppur,230,120,120,.,230,5
3081,2022Q3, Vesturbyggd,1350,740,610,.,1020,330
3082,2022Q3, Sudavikurhreppur,230,130,100,.,160,70
3083,2022Q3, Arneshreppur,45,25,15,.,40,0
3084,2022Q3, Kaldrananeshreppur,110,50,60,.,100,15
3085,2022Q3, Strandabyggd,410,220,190,.,380,30
3086,2022Q3, Hunathing vestra,1210,590,620,.,1060,150
3087,2022Q3, Sveitarfelagid Skagastrond,480,250,230,.,450,25
3088,2022Q3, Hunabyggd,1350,720,630,.,1190,160
3089,2022Q3, Skagafjordur,4200,2110,2090,.,3880,320
3090,2022Q3, Akureyrarbaer,19520,9780,9730,10,18220,1300
3091,2022Q3, Nordurthing,3060,1620,1440,.,2500,570
3092,2022Q3, Fjallabyggd,1950,980,970,0,1790,160
3093,2022Q3, Dalvikurbyggd,1870,960,920,0,1660,210
3094,2022Q3, Eyjafjardarsveit,1130,570,560,.,1080,50
3095,2022Q3, Horgarsveit,740,380,360,.,710,35
3096,2022Q3, Svalbardsstrandarhreppur,480,250,230,.,420,60
3097,2022Q3, Grytubakkahreppur,370,190,180,.,320,40
3098,2022Q3, Tjorneshreppur,60,30,30,.,50,5
3099,2022Q3, Thingeyjarsveit,1360,700,660,0,1190,170
3100,2022Q3, Langanesbyggd,570,310,260,.,470,100
3101,2022Q3, Fjardabyggd,5080,2740,2340,0,4180,900
3102,2022Q3, Mulathing,5060,2620,2440,0,4400,660
3103,2022Q3, Vopnafjardarhreppur,650,320,320,.,590,60
3104,2022Q3, Fljotsdalshreppur,90,50,35,.,70,15
3105,2022Q3, Vestmannaeyjabaer,4350,2320,2030,.,3820,540
3106,2022Q3, Sveitarfelagid Arborg,10910,5510,5390,5,10080,830
3107,2022Q3, Sveitarfelagid Hornafjordur,2450,1290,1170,.,1850,610
3108,2022Q3, Myrdalshreppur,790,420,380,.,370,420
3109,2022Q3, Skaftarhreppur,620,340,280,.,410,200
3110,2022Q3, Asahreppur,260,140,130,.,210,45
3111,2022Q3, Rangarthing eystra,1940,1020,920,.,1480,460
3112,2022Q3, Rangarthing ytra,1810,930,880,.,1520,300
3113,2022Q3, Hrunamannahreppur,850,450,400,.,620,230
3114,2022Q3, Hveragerdisbaer,3110,1560,1550,.,2910,200
3115,2022Q3, Sveitarfelagid Olfus,2450,1310,1140,.,2010,440
3116,2022Q3, Grimsnes- og Grafningshreppur,520,280,240,.,430,90
3117,2022Q3, Skeida- og Gnupverjahreppur,570,290,270,0,520,50
3118,2022Q3, Blaskogabyggd,1190,590,610,.,850,340
3119,2022Q3, Floahreppur,680,350,340,.,640,50
3120,2022Q4,Total,375270,191770,183370,130,318590,56690
3121,2022Q4,Capital region,239320,121230,117990,100,203580,35740
3122,2022Q4, Reykjavikurborg,134320,68130,66120,70,109410,24910
3123,2022Q4, Kopavogsbaer,38780,19590,19180,15,34370,4410
3124,2022Q4, Seltjarnarnesbaer,4540,2240,2290,0,4150,390
3125,2022Q4, Gardabaer,18510,9160,9350,0,17510,1000
3126,2022Q4, Hafnarfjardarkaupstadur,29810,15170,14630,10,25960,3850
3127,2022Q4, Mosfellsbaer,13090,6790,6300,0,11910,1180
3128,2022Q4, Kjosarhreppur,280,160,120,.,260,15
3129,2022Q4,Other regions,135950,70540,65380,35,115010,20940
3130,2022Q4, Reykjanesbaer,20990,11180,9820,0,15410,5580
3131,2022Q4, Grindavikurbaer,3560,1870,1700,0,2930,630
3132,2022Q4, Sveitarfelagid Vogar,1340,720,620,.,1090,250
3133,2022Q4, Sudurnesjabaer,3820,2060,1760,0,3060,760
3134,2022Q4, Akraneskaupstadur,7860,4060,3790,0,7140,720
3135,2022Q4, Skorradalshreppur,80,35,40,.,60,20
3136,2022Q4, Hvalfjardarsveit,750,420,330,0,650,100
3137,2022Q4, Borgarbyggd,3930,2050,1890,.,3230,710
3138,2022Q4, Grundarfjardarbaer,830,430,400,.,630,200
3139,2022Q4, Eyja- og Miklaholtshreppur,110,50,60,.,90,20
3140,2022Q4, Snaefellsbaer,1630,860,780,.,1290,350
3141,2022Q4, Sveitarfelagid Stykkisholmur,1270,660,600,.,1050,220
3142,2022Q4, Dalabyggd,640,340,300,.,600,40
3143,2022Q4, Bolungarvikurkaupstadur,970,510,460,.,770,200
3144,2022Q4, Isafjardarbaer,3730,1880,1850,0,3080,650
3145,2022Q4, Reykholahreppur,240,120,120,.,230,5
3146,2022Q4, Vesturbyggd,1360,750,610,.,1020,350
3147,2022Q4, Sudavikurhreppur,220,120,100,.,160,70
3148,2022Q4, Arneshreppur,45,30,20,.,45,0
3149,2022Q4, Kaldrananeshreppur,110,50,60,.,100,15
3150,2022Q4, Strandabyggd,410,220,190,.,390,25
3151,2022Q4, Hunathing vestra,1220,600,620,0,1060,160
3152,2022Q4, Sveitarfelagid Skagastrond,470,250,230,.,450,25
3153,2022Q4, Hunabyggd,1350,720,630,.,1190,160
3154,2022Q4, Skagafjordur,4210,2120,2090,.,3890,320
3155,2022Q4, Akureyrarbaer,19560,9810,9740,10,18190,1370
3156,2022Q4, Nordurthing,3060,1620,1450,.,2500,570
3157,2022Q4, Fjallabyggd,1950,980,970,0,1780,170
3158,2022Q4, Dalvikurbyggd,1880,960,920,0,1660,220
3159,2022Q4, Eyjafjardarsveit,1150,580,570,.,1100,50
3160,2022Q4, Horgarsveit,770,390,380,.,730,40
3161,2022Q4, Svalbardsstrandarhreppur,480,250,230,.,420,60
3162,2022Q4, Grytubakkahreppur,370,200,180,.,330,45
3163,2022Q4, Tjorneshreppur,60,30,25,.,50,5
3164,2022Q4, Thingeyjarsveit,1350,690,650,0,1180,160
3165,2022Q4, Langanesbyggd,560,310,260,.,470,100
3166,2022Q4, Fjardabyggd,5080,2740,2330,0,4170,910
3167,2022Q4, Mulathing,5080,2630,2450,0,4390,690
3168,2022Q4, Vopnafjardarhreppur,650,330,320,.,590,60
3169,2022Q4, Fljotsdalshreppur,90,50,30,.,70,15
3170,2022Q4, Vestmannaeyjabaer,4380,2350,2030,0,3820,560
3171,2022Q4, Sveitarfelagid Arborg,11050,5590,5460,5,10140,910
3172,2022Q4, Sveitarfelagid Hornafjordur,2450,1280,1170,.,1840,610
3173,2022Q4, Myrdalshreppur,800,420,390,.,370,440
3174,2022Q4, Skaftarhreppur,610,330,280,.,400,210
3175,2022Q4, Asahreppur,270,140,130,.,220,50
3176,2022Q4, Rangarthing eystra,1950,1020,930,.,1490,460
3177,2022Q4, Rangarthing ytra,1810,940,870,.,1510,300
3178,2022Q4, Hrunamannahreppur,850,460,400,.,620,230
3179,2022Q4, Hveragerdisbaer,3140,1570,1570,.,2910,230
3180,2022Q4, Sveitarfelagid Olfus,2480,1310,1160,.,2030,440
3181,2022Q4, Grimsnes- og Grafningshreppur,500,270,230,.,430,70
3182,2022Q4, Skeida- og Gnupverjahreppur,570,300,270,0,520,45
3183,2022Q4, Blaskogabyggd,1210,600,610,.,860,350
3184,2022Q4, Floahreppur,690,350,340,.,640,50
3185,2023Q1,Total,377290,192930,184220,140,318810,58490
3186,2023Q1,Capital region,240570,121980,118490,100,203690,36880
3187,2023Q1, Reykjavikurborg,135110,68600,66440,80,109430,25690
3188,2023Q1, Kopavogsbaer,38910,19650,19250,15,34390,4520
3189,2023Q1, Seltjarnarnesbaer,4540,2260,2280,0,4140,400
3190,2023Q1, Gardabaer,18620,9210,9410,0,17570,1050
3191,2023Q1, Hafnarfjardarkaupstadur,29910,15250,14650,10,25940,3970
3192,2023Q1, Mosfellsbaer,13210,6870,6340,0,11960,1240
3193,2023Q1, Kjosarhreppur,270,150,120,.,260,15
3194,2023Q1,Other regions,136720,70950,65730,40,115120,21610
3195,2023Q1, Reykjanesbaer,21420,11440,9980,0,15460,5970
3196,2023Q1, Grindavikurbaer,3620,1900,1720,0,2950,670
3197,2023Q1, Sveitarfelagid Vogar,1370,740,630,.,1120,260
3198,2023Q1, Sudurnesjabaer,3850,2060,1790,0,3070,780
3199,2023Q1, Akraneskaupstadur,7910,4080,3820,0,7140,770
3200,2023Q1, Skorradalshreppur,60,30,30,.,50,10
3201,2023Q1, Hvalfjardarsveit,740,410,330,0,650,90
3202,2023Q1, Borgarbyggd,4020,2070,1950,.,3230,790
3203,2023Q1, Grundarfjardarbaer,840,440,400,.,640,200
3204,2023Q1, Eyja- og Miklaholtshreppur,120,60,60,.,90,25
3205,2023Q1, Snaefellsbaer,1630,860,770,.,1290,340
3206,2023Q1, Sveitarfelagid Stykkisholmur,1260,660,600,.,1050,210
3207,2023Q1, Dalabyggd,640,340,310,.,610,35
3208,2023Q1, Bolungarvikurkaupstadur,970,520,460,.,770,200
3209,2023Q1, Isafjardarbaer,3740,1880,1860,0,3080,650
3210,2023Q1, Reykholahreppur,240,120,120,.,230,5
3211,2023Q1, Vesturbyggd,1350,740,610,.,1000,340
3212,2023Q1, Sudavikurhreppur,220,120,100,.,160,70
3213,2023Q1, Arneshreppur,50,30,20,.,50,0
3214,2023Q1, Kaldrananeshreppur,120,60,60,.,100,20
3215,2023Q1, Strandabyggd,410,220,190,.,390,25
3216,2023Q1, Hunathing vestra,1200,590,610,0,1060,150
3217,2023Q1, Sveitarfelagid Skagastrond,470,250,230,.,450,25
3218,2023Q1, Hunabyggd,1370,720,640,.,1200,170
3219,2023Q1, Skagafjordur,4200,2110,2100,.,3880,330
3220,2023Q1, Akureyrarbaer,19630,9840,9780,10,18200,1430
3221,2023Q1, Nordurthing,3040,1600,1430,.,2480,550
3222,2023Q1, Fjallabyggd,1960,990,980,0,1800,170
3223,2023Q1, Dalvikurbyggd,1860,950,910,0,1640,220
3224,2023Q1, Eyjafjardarsveit,1160,590,570,.,1100,60
3225,2023Q1, Horgarsveit,780,400,390,.,750,40
3226,2023Q1, Svalbardsstrandarhreppur,480,250,230,.,420,60
3227,2023Q1, Grytubakkahreppur,380,200,180,.,330,50
3228,2023Q1, Tjorneshreppur,50,25,25,.,50,5
3229,2023Q1, Thingeyjarsveit,1350,700,650,0,1170,170
3230,2023Q1, Langanesbyggd,560,300,260,.,460,90
3231,2023Q1, Fjardabyggd,5090,2760,2330,0,4170,920
3232,2023Q1, Mulathing,5050,2610,2440,0,4400,640
3233,2023Q1, Vopnafjardarhreppur,640,320,320,.,590,50
3234,2023Q1, Fljotsdalshreppur,90,50,35,.,80,10
3235,2023Q1, Vestmannaeyjabaer,4370,2330,2030,0,3780,590
3236,2023Q1, Sveitarfelagid Arborg,11110,5630,5480,5,10170,950
3237,2023Q1, Sveitarfelagid Hornafjordur,2430,1260,1160,.,1830,600
3238,2023Q1, Myrdalshreppur,800,420,380,.,360,440
3239,2023Q1, Skaftarhreppur,590,330,260,.,400,190
3240,2023Q1, Asahreppur,280,150,130,.,220,60
3241,2023Q1, Rangarthing eystra,1940,1010,940,.,1490,450
3242,2023Q1, Rangarthing ytra,1820,940,880,.,1520,310
3243,2023Q1, Hrunamannahreppur,850,460,400,.,620,230
3244,2023Q1, Hveragerdisbaer,3160,1590,1570,0,2920,240
3245,2023Q1, Sveitarfelagid Olfus,2480,1320,1160,.,2040,440
3246,2023Q1, Grimsnes- og Grafningshreppur,520,280,240,.,440,70
3247,2023Q1, Skeida- og Gnupverjahreppur,570,300,280,0,530,45
3248,2023Q1, Blaskogabyggd,1220,600,610,.,860,360
3249,2023Q1, Floahreppur,680,340,340,.,640,45
3250,2023Q2,Total,380010,194410,185450,150,319500,60510
3251,2023Q2,Capital region,241780,122620,119050,110,204100,37670
3252,2023Q2, Reykjavikurborg,135740,68980,66680,80,109660,26080
3253,2023Q2, Kopavogsbaer,39050,19730,19310,10,34380,4680
3254,2023Q2, Seltjarnarnesbaer,4550,2260,2290,0,4140,400
3255,2023Q2, Gardabaer,18790,9270,9510,0,17670,1110
3256,2023Q2, Hafnarfjardarkaupstadur,30110,15320,14780,10,26050,4060
3257,2023Q2, Mosfellsbaer,13270,6910,6360,0,11940,1330
