,Quarter,Municipality,Total,Males,Females,Non-binary/Other,Icelandic citizens,Foreign citizens
417,2012Q2, Sudavikurhreppur,180,90,90,.,160,20
418,2012Q2, Arneshreppur,60,30,25,.,60,0
419,2012Q2, Kaldrananeshreppur,100,50,50,.,100,0
420,2012Q2, Strandabyggd,520,280,240,.,510,5
421,2012Q2, Hunathing vestra,1160,560,600,.,1120,45
422,2012Q2, Sveitarfelagid Skagastrond,500,260,240,.,490,10
423,2012Q2, Hunabyggd,1350,710,640,.,1260,90
424,2012Q2, Skagafjordur,4160,2100,2070,.,4060,110
425,2012Q2, Akureyrarbaer,17870,8820,9050,.,17440,430
426,2012Q2, Nordurthing,2860,1440,1410,.,2710,150
427,2012Q2, Fjallabyggd,2000,1010,990,.,1950,60
428,2012Q2, Dalvikurbyggd,1870,970,890,.,1700,160
429,2012Q2, Eyjafjardarsveit,1010,520,490,.,990,20
430,2012Q2, Horgarsveit,570,290,280,.,550,15
431,2012Q2, Svalbardsstrandarhreppur,370,190,180,.,350,25
432,2012Q2, Grytubakkahreppur,350,180,170,.,330,15
433,2012Q2, Tjorneshreppur,60,30,30,.,60,.
434,2012Q2, Thingeyjarsveit,1290,670,620,.,1260,30
435,2012Q2, Langanesbyggd,610,320,290,.,540,70
436,2012Q2, Fjardabyggd,4710,2520,2190,.,4290,420
437,2012Q2, Mulathing,4650,2410,2240,.,4400,250
438,2012Q2, Vopnafjardarhreppur,680,350,330,.,660,15
439,2012Q2, Fljotsdalshreppur,80,50,30,.,80,.
440,2012Q2, Vestmannaeyjabaer,4180,2170,2000,.,4020,160
441,2012Q2, Sveitarfelagid Arborg,7730,3910,3820,.,7440,290
442,2012Q2, Sveitarfelagid Hornafjordur,2140,1130,1020,.,2030,110
443,2012Q2, Myrdalshreppur,450,240,210,.,420,30
444,2012Q2, Skaftarhreppur,440,230,210,.,430,15
445,2012Q2, Asahreppur,190,90,100,.,180,20
446,2012Q2, Rangarthing eystra,1680,870,810,.,1520,160
447,2012Q2, Rangarthing ytra,1490,740,750,.,1370,110
448,2012Q2, Hrunamannahreppur,760,400,360,.,660,100
449,2012Q2, Hveragerdisbaer,2240,1130,1100,.,2170,70
450,2012Q2, Sveitarfelagid Olfus,1890,980,900,.,1650,230
451,2012Q2, Grimsnes- og Grafningshreppur,420,230,200,.,390,30
452,2012Q2, Skeida- og Gnupverjahreppur,500,250,240,.,460,35
453,2012Q2, Blaskogabyggd,860,430,430,.,800,70
454,2012Q2, Floahreppur,620,330,290,.,590,25
455,2012Q3,Total,314240,157050,157180,.,295360,18880
456,2012Q3,Capital region,199710,98590,101120,.,187600,12110
457,2012Q3, Reykjavikurborg,115780,57050,58740,.,107820,7960
458,2012Q3, Kopavogsbaer,31000,15300,15700,.,29350,1650
459,2012Q3, Seltjarnarnesbaer,4220,2070,2150,.,4030,190
460,2012Q3, Gardabaer,13550,6690,6860,.,13190,370
461,2012Q3, Hafnarfjardarkaupstadur,26190,12900,13290,.,24560,1630
462,2012Q3, Mosfellsbaer,8770,4470,4300,.,8450,310
463,2012Q3, Kjosarhreppur,200,110,90,.,190,5
464,2012Q3,Other regions,114530,58470,56060,.,107760,6770
465,2012Q3, Reykjanesbaer,13980,7070,6910,.,12800,1180
466,2012Q3, Grindavikurbaer,2780,1440,1350,.,2590,200
467,2012Q3, Sveitarfelagid Vogar,1100,570,530,.,1030,70
468,2012Q3, Sudurnesjabaer,2950,1540,1410,.,2610,350
469,2012Q3, Akraneskaupstadur,6570,3340,3230,.,6170,400
470,2012Q3, Skorradalshreppur,60,35,25,.,60,.
471,2012Q3, Hvalfjardarsveit,600,320,280,.,570,30
472,2012Q3, Borgarbyggd,3410,1760,1650,.,3280,130
473,2012Q3, Grundarfjardarbaer,890,450,450,.,770,120
474,2012Q3, Eyja- og Miklaholtshreppur,140,70,70,.,110,35
475,2012Q3, Snaefellsbaer,1720,890,840,.,1500,230
476,2012Q3, Sveitarfelagid Stykkisholmur,1150,600,550,.,1070,80
477,2012Q3, Dalabyggd,660,350,310,.,640,20
478,2012Q3, Bolungarvikurkaupstadur,910,470,440,.,800,110
479,2012Q3, Isafjardarbaer,3660,1830,1830,.,3350,310
480,2012Q3, Reykholahreppur,270,140,130,.,270,5
481,2012Q3, Vesturbyggd,1210,640,570,.,1070,140
482,2012Q3, Sudavikurhreppur,180,90,90,.,160,20
483,2012Q3, Arneshreppur,50,30,25,.,50,0
484,2012Q3, Kaldrananeshreppur,100,50,50,.,100,0
485,2012Q3, Strandabyggd,520,280,240,.,510,10
486,2012Q3, Hunathing vestra,1150,550,600,.,1100,45
487,2012Q3, Sveitarfelagid Skagastrond,500,270,240,.,500,10
488,2012Q3, Hunabyggd,1370,720,650,.,1290,80
489,2012Q3, Skagafjordur,4150,2090,2060,.,4040,110
490,2012Q3, Akureyrarbaer,17840,8810,9030,.,17430,410
491,2012Q3, Nordurthing,2820,1430,1390,.,2660,160
492,2012Q3, Fjallabyggd,2000,1010,990,.,1940,60
493,2012Q3, Dalvikurbyggd,1860,970,900,.,1710,160
494,2012Q3, Eyjafjardarsveit,1010,530,480,.,990,20
495,2012Q3, Horgarsveit,570,290,280,.,550,15
496,2012Q3, Svalbardsstrandarhreppur,390,200,190,.,370,25
497,2012Q3, Grytubakkahreppur,350,180,160,.,330,20
498,2012Q3, Tjorneshreppur,60,30,30,.,60,.
499,2012Q3, Thingeyjarsveit,1280,660,620,.,1250,30
500,2012Q3, Langanesbyggd,620,330,290,.,550,70
501,2012Q3, Fjardabyggd,4700,2510,2180,.,4270,420
502,2012Q3, Mulathing,4620,2390,2230,.,4390,230
503,2012Q3, Vopnafjardarhreppur,670,350,320,.,650,15
504,2012Q3, Fljotsdalshreppur,80,50,25,.,80,.
505,2012Q3, Vestmannaeyjabaer,4160,2170,1990,.,4000,160
506,2012Q3, Sveitarfelagid Arborg,7740,3910,3830,.,7440,300
507,2012Q3, Sveitarfelagid Hornafjordur,2130,1120,1010,.,2020,110
508,2012Q3, Myrdalshreppur,460,250,210,.,430,30
509,2012Q3, Skaftarhreppur,450,230,220,.,430,15
510,2012Q3, Asahreppur,190,90,100,.,180,15
511,2012Q3, Rangarthing eystra,1690,880,810,.,1530,160
512,2012Q3, Rangarthing ytra,1480,730,750,.,1370,120
513,2012Q3, Hrunamannahreppur,770,400,360,.,670,100
514,2012Q3, Hveragerdisbaer,2230,1140,1090,.,2160,70
515,2012Q3, Sveitarfelagid Olfus,1900,1000,900,.,1660,240
516,2012Q3, Grimsnes- og Grafningshreppur,410,220,190,.,380,25
517,2012Q3, Skeida- og Gnupverjahreppur,490,250,240,.,460,30
518,2012Q3, Blaskogabyggd,860,430,430,.,790,70
519,2012Q3, Floahreppur,630,340,290,.,600,25
520,2012Q4,Total,315850,157900,157950,.,296100,19760
521,2012Q4,Capital region,201110,99380,101730,.,188390,12720
522,2012Q4, Reykjavikurborg,116640,57500,59140,.,108230,8410
523,2012Q4, Kopavogsbaer,31210,15420,15790,.,29500,1710
524,2012Q4, Seltjarnarnesbaer,4220,2070,2150,.,4030,190
525,2012Q4, Gardabaer,13590,6700,6890,.,13220,370
526,2012Q4, Hafnarfjardarkaupstadur,26400,13040,13350,.,24690,1710
527,2012Q4, Mosfellsbaer,8860,4530,4330,.,8530,330
528,2012Q4, Kjosarhreppur,200,110,90,.,190,5
529,2012Q4,Other regions,114750,58520,56220,.,107710,7040
530,2012Q4, Reykjanesbaer,14020,7100,6920,.,12800,1220
531,2012Q4, Grindavikurbaer,2830,1460,1370,.,2620,210
532,2012Q4, Sveitarfelagid Vogar,1100,560,530,.,1030,70
533,2012Q4, Sudurnesjabaer,2960,1560,1400,.,2600,360
534,2012Q4, Akraneskaupstadur,6550,3330,3220,.,6150,400
535,2012Q4, Skorradalshreppur,50,30,20,.,50,.
536,2012Q4, Hvalfjardarsveit,600,320,280,.,570,30
537,2012Q4, Borgarbyggd,3420,1770,1650,.,3280,140
538,2012Q4, Grundarfjardarbaer,890,440,450,.,760,120
539,2012Q4, Eyja- og Miklaholtshreppur,150,80,70,.,110,40
540,2012Q4, Snaefellsbaer,1710,880,830,.,1480,230
541,2012Q4, Sveitarfelagid Stykkisholmur,1160,600,550,.,1070,80
542,2012Q4, Dalabyggd,660,350,320,.,640,20
543,2012Q4, Bolungarvikurkaupstadur,910,470,440,.,800,110
544,2012Q4, Isafjardarbaer,3680,1840,1850,.,3350,330
545,2012Q4, Reykholahreppur,270,140,140,.,270,5
546,2012Q4, Vesturbyggd,1220,630,590,.,1070,140
547,2012Q4, Sudavikurhreppur,180,90,80,.,160,20
548,2012Q4, Arneshreppur,50,30,25,.,50,0
549,2012Q4, Kaldrananeshreppur,100,50,50,.,100,5
550,2012Q4, Strandabyggd,510,270,240,.,500,10
551,2012Q4, Hunathing vestra,1160,560,610,.,1120,45
552,2012Q4, Sveitarfelagid Skagastrond,500,260,240,.,500,10
553,2012Q4, Hunabyggd,1360,710,650,.,1270,90
554,2012Q4, Skagafjordur,4160,2090,2070,.,4050,120
555,2012Q4, Akureyrarbaer,17820,8800,9020,.,17400,420
556,2012Q4, Nordurthing,2840,1440,1400,.,2660,170
557,2012Q4, Fjallabyggd,2000,1000,1000,.,1940,60
558,2012Q4, Dalvikurbyggd,1860,970,890,.,1700,160
559,2012Q4, Eyjafjardarsveit,1010,530,480,.,980,20
560,2012Q4, Horgarsveit,560,280,280,.,540,15
561,2012Q4, Svalbardsstrandarhreppur,410,210,200,.,370,30
562,2012Q4, Grytubakkahreppur,350,190,170,.,340,15
563,2012Q4, Tjorneshreppur,60,25,30,.,60,.
564,2012Q4, Thingeyjarsveit,1270,650,620,.,1240,30
565,2012Q4, Langanesbyggd,610,330,290,.,540,70
566,2012Q4, Fjardabyggd,4730,2530,2200,.,4280,450
567,2012Q4, Mulathing,4640,2400,2240,.,4400,240
568,2012Q4, Vopnafjardarhreppur,680,350,330,.,660,15
569,2012Q4, Fljotsdalshreppur,80,50,25,.,80,.
570,2012Q4, Vestmannaeyjabaer,4180,2170,2010,.,4010,170
571,2012Q4, Sveitarfelagid Arborg,7740,3910,3830,.,7440,300
572,2012Q4, Sveitarfelagid Hornafjordur,2140,1130,1020,.,2030,110
573,2012Q4, Myrdalshreppur,450,250,210,.,420,30
574,2012Q4, Skaftarhreppur,440,230,210,.,430,15
575,2012Q4, Asahreppur,190,90,100,.,180,15
576,2012Q4, Rangarthing eystra,1700,880,820,.,1520,180
577,2012Q4, Rangarthing ytra,1480,730,750,.,1370,110
578,2012Q4, Hrunamannahreppur,780,410,370,.,670,110
579,2012Q4, Hveragerdisbaer,2250,1150,1100,.,2180,80
580,2012Q4, Sveitarfelagid Olfus,1870,980,900,.,1630,240
581,2012Q4, Grimsnes- og Grafningshreppur,410,220,190,.,380,30
582,2012Q4, Skeida- og Gnupverjahreppur,500,250,240,.,460,35
583,2012Q4, Blaskogabyggd,880,440,440,.,800,80
584,2012Q4, Floahreppur,630,330,300,.,600,25
585,2013Q1,Total,316640,158280,158370,.,296520,20120
586,2013Q1,Capital region,201900,99770,102130,.,188940,12970
587,2013Q1, Reykjavikurborg,117080,57730,59340,.,108470,8610
588,2013Q1, Kopavogsbaer,31350,15490,15860,.,29620,1730
589,2013Q1, Seltjarnarnesbaer,4240,2080,2150,.,4040,200
590,2013Q1, Gardabaer,13650,6710,6940,.,13270,380
591,2013Q1, Hafnarfjardarkaupstadur,26530,13110,13420,.,24810,1730
592,2013Q1, Mosfellsbaer,8860,4530,4330,.,8550,320
593,2013Q1, Kjosarhreppur,200,110,90,.,190,5
594,2013Q1,Other regions,114740,58510,56240,.,107590,7150
595,2013Q1, Reykjanesbaer,14030,7110,6920,.,12800,1230
596,2013Q1, Grindavikurbaer,2840,1460,1380,.,2630,220
597,2013Q1, Sveitarfelagid Vogar,1100,560,540,.,1030,70
598,2013Q1, Sudurnesjabaer,2960,1560,1390,.,2580,380
599,2013Q1, Akraneskaupstadur,6580,3350,3230,.,6170,410
600,2013Q1, Skorradalshreppur,50,30,20,.,50,.
601,2013Q1, Hvalfjardarsveit,600,320,280,.,570,30
602,2013Q1, Borgarbyggd,3410,1760,1650,.,3260,150
603,2013Q1, Grundarfjardarbaer,870,440,430,.,750,120
604,2013Q1, Eyja- og Miklaholtshreppur,150,80,70,.,110,40
605,2013Q1, Snaefellsbaer,1690,860,830,.,1460,230
606,2013Q1, Sveitarfelagid Stykkisholmur,1150,600,540,.,1060,80
607,2013Q1, Dalabyggd,660,340,320,.,640,20
608,2013Q1, Bolungarvikurkaupstadur,900,470,430,.,790,110
609,2013Q1, Isafjardarbaer,3680,1830,1850,.,3340,340
610,2013Q1, Reykholahreppur,270,130,140,.,270,5
611,2013Q1, Vesturbyggd,1210,630,580,.,1070,140
612,2013Q1, Sudavikurhreppur,180,90,90,.,160,20
613,2013Q1, Arneshreppur,50,30,25,.,50,0
614,2013Q1, Kaldrananeshreppur,100,50,50,.,100,5
615,2013Q1, Strandabyggd,510,270,240,.,500,10
616,2013Q1, Hunathing vestra,1150,550,600,.,1110,40
617,2013Q1, Sveitarfelagid Skagastrond,500,260,240,.,490,10
618,2013Q1, Hunabyggd,1370,710,650,.,1280,90
619,2013Q1, Skagafjordur,4160,2090,2080,.,4050,110
620,2013Q1, Akureyrarbaer,17850,8820,9030,.,17400,450
621,2013Q1, Nordurthing,2820,1430,1400,.,2660,160
622,2013Q1, Fjallabyggd,2000,1000,1000,.,1940,70
623,2013Q1, Dalvikurbyggd,1840,960,880,.,1680,160
624,2013Q1, Eyjafjardarsveit,1000,520,480,.,980,20
625,2013Q1, Horgarsveit,550,280,270,.,530,20
626,2013Q1, Svalbardsstrandarhreppur,410,210,200,.,380,30
627,2013Q1, Grytubakkahreppur,360,190,180,.,340,20
628,2013Q1, Tjorneshreppur,50,25,25,.,50,.
629,2013Q1, Thingeyjarsveit,1280,660,620,.,1240,35
630,2013Q1, Langanesbyggd,610,320,290,.,540,70
631,2013Q1, Fjardabyggd,4730,2530,2200,.,4270,460
632,2013Q1, Mulathing,4650,2400,2250,.,4410,240
633,2013Q1, Vopnafjardarhreppur,670,350,320,.,660,15
634,2013Q1, Fljotsdalshreppur,80,50,25,.,80,.
635,2013Q1, Vestmannaeyjabaer,4210,2180,2030,.,4030,180
636,2013Q1, Sveitarfelagid Arborg,7730,3900,3840,.,7440,300
637,2013Q1, Sveitarfelagid Hornafjordur,2130,1120,1010,.,2020,110
638,2013Q1, Myrdalshreppur,450,240,200,.,420,30
639,2013Q1, Skaftarhreppur,430,230,210,.,420,15
640,2013Q1, Asahreppur,200,100,100,.,180,20
641,2013Q1, Rangarthing eystra,1700,880,820,.,1520,180
642,2013Q1, Rangarthing ytra,1480,730,750,.,1360,120
643,2013Q1, Hrunamannahreppur,780,410,370,.,670,110
644,2013Q1, Hveragerdisbaer,2270,1160,1110,.,2190,80
645,2013Q1, Sveitarfelagid Olfus,1880,980,900,.,1630,240
646,2013Q1, Grimsnes- og Grafningshreppur,410,220,190,.,370,35
647,2013Q1, Skeida- og Gnupverjahreppur,510,260,250,.,470,40
648,2013Q1, Blaskogabyggd,880,440,440,.,800,80
649,2013Q1, Floahreppur,630,330,290,.,600,25
650,2013Q2,Total,317660,158680,158970,.,297420,20240
651,2013Q2,Capital region,202520,100000,102530,.,189510,13020
652,2013Q2, Reykjavikurborg,117190,57710,59470,.,108590,8600
653,2013Q2, Kopavogsbaer,31560,15610,15960,.,29810,1750
654,2013Q2, Seltjarnarnesbaer,4260,2110,2160,.,4070,190
655,2013Q2, Gardabaer,13760,6770,6990,.,13370,390
656,2013Q2, Hafnarfjardarkaupstadur,26650,13140,13510,.,24870,1770
657,2013Q2, Mosfellsbaer,8910,4550,4360,.,8600,320
658,2013Q2, Kjosarhreppur,200,110,90,.,200,5
659,2013Q2,Other regions,115140,58690,56450,.,107910,7230
660,2013Q2, Reykjanesbaer,14060,7110,6940,.,12830,1230
661,2013Q2, Grindavikurbaer,2860,1480,1380,.,2660,200
662,2013Q2, Sveitarfelagid Vogar,1120,570,550,.,1040,80
663,2013Q2, Sudurnesjabaer,2950,1560,1400,.,2580,380
664,2013Q2, Akraneskaupstadur,6630,3370,3260,.,6210,420
665,2013Q2, Skorradalshreppur,60,30,25,.,50,0
666,2013Q2, Hvalfjardarsveit,610,310,290,.,580,25
667,2013Q2, Borgarbyggd,3410,1760,1650,.,3270,140
668,2013Q2, Grundarfjardarbaer,860,440,430,.,750,120
669,2013Q2, Eyja- og Miklaholtshreppur,150,80,80,.,110,40
670,2013Q2, Snaefellsbaer,1690,860,820,.,1460,230
671,2013Q2, Sveitarfelagid Stykkisholmur,1150,600,550,.,1070,80
672,2013Q2, Dalabyggd,670,350,320,.,640,20
673,2013Q2, Bolungarvikurkaupstadur,920,480,450,.,800,130
674,2013Q2, Isafjardarbaer,3670,1830,1840,.,3330,340
675,2013Q2, Reykholahreppur,270,140,140,.,270,5
676,2013Q2, Vesturbyggd,1210,630,580,.,1060,140
677,2013Q2, Sudavikurhreppur,190,100,90,.,160,25
678,2013Q2, Arneshreppur,60,30,25,.,60,0
679,2013Q2, Kaldrananeshreppur,100,50,50,.,100,5
680,2013Q2, Strandabyggd,510,270,240,.,500,10
681,2013Q2, Hunathing vestra,1170,560,610,.,1120,45
682,2013Q2, Sveitarfelagid Skagastrond,500,260,240,.,490,10
683,2013Q2, Hunabyggd,1360,720,650,.,1270,90
684,2013Q2, Skagafjordur,4160,2090,2080,.,4060,110
685,2013Q2, Akureyrarbaer,17880,8830,9050,.,17440,450
686,2013Q2, Nordurthing,2820,1420,1400,.,2640,180
687,2013Q2, Fjallabyggd,2000,1000,1000,.,1940,60
688,2013Q2, Dalvikurbyggd,1830,950,880,.,1690,150
689,2013Q2, Eyjafjardarsveit,1020,530,480,.,1000,20
690,2013Q2, Horgarsveit,560,290,270,.,550,15
691,2013Q2, Svalbardsstrandarhreppur,410,210,200,.,380,25
692,2013Q2, Grytubakkahreppur,360,180,180,.,340,20
693,2013Q2, Tjorneshreppur,50,25,25,.,50,.
694,2013Q2, Thingeyjarsveit,1290,660,630,.,1250,35
695,2013Q2, Langanesbyggd,620,330,290,.,550,70
696,2013Q2, Fjardabyggd,4810,2570,2240,.,4350,460
697,2013Q2, Mulathing,4660,2410,2250,.,4410,250
698,2013Q2, Vopnafjardarhreppur,680,350,320,.,660,15
699,2013Q2, Fljotsdalshreppur,80,50,25,.,80,.
700,2013Q2, Vestmannaeyjabaer,4200,2170,2030,.,4020,180
701,2013Q2, Sveitarfelagid Arborg,7770,3920,3850,.,7470,300
702,2013Q2, Sveitarfelagid Hornafjordur,2170,1140,1030,.,2040,130
703,2013Q2, Myrdalshreppur,470,250,220,.,420,50
704,2013Q2, Skaftarhreppur,440,230,210,.,430,15
705,2013Q2, Asahreppur,200,100,100,.,180,15
706,2013Q2, Rangarthing eystra,1690,880,800,.,1510,180
707,2013Q2, Rangarthing ytra,1480,730,740,.,1360,120
708,2013Q2, Hrunamannahreppur,770,410,360,.,660,120
709,2013Q2, Hveragerdisbaer,2280,1160,1120,.,2200,80
710,2013Q2, Sveitarfelagid Olfus,1880,980,890,.,1630,250
711,2013Q2, Grimsnes- og Grafningshreppur,400,210,190,.,370,30
712,2013Q2, Skeida- og Gnupverjahreppur,520,260,250,.,470,45
713,2013Q2, Blaskogabyggd,880,450,430,.,790,90
714,2013Q2, Floahreppur,640,340,300,.,610,25
715,2013Q3,Total,318490,159040,159450,.,297670,20820
716,2013Q3,Capital region,203250,100320,102940,.,189880,13380
717,2013Q3, Reykjavikurborg,117520,57840,59680,.,108720,8800
718,2013Q3, Kopavogsbaer,31700,15680,16020,.,29910,1800
719,2013Q3, Seltjarnarnesbaer,4280,2110,2170,.,4080,190
720,2013Q3, Gardabaer,13800,6790,7010,.,13410,390
721,2013Q3, Hafnarfjardarkaupstadur,26810,13220,13590,.,24960,1850
722,2013Q3, Mosfellsbaer,8940,4570,4370,.,8610,330
723,2013Q3, Kjosarhreppur,210,110,90,.,200,5
724,2013Q3,Other regions,115240,58730,56510,.,107800,7440
725,2013Q3, Reykjanesbaer,14220,7200,7020,.,12940,1280
726,2013Q3, Grindavikurbaer,2860,1480,1370,.,2640,210
727,2013Q3, Sveitarfelagid Vogar,1110,570,550,.,1040,80
728,2013Q3, Sudurnesjabaer,2950,1560,1390,.,2560,390
729,2013Q3, Akraneskaupstadur,6620,3360,3260,.,6200,430
730,2013Q3, Skorradalshreppur,50,25,20,.,50,.
731,2013Q3, Hvalfjardarsveit,600,310,290,.,570,25
732,2013Q3, Borgarbyggd,3480,1780,1700,.,3310,160
733,2013Q3, Grundarfjardarbaer,870,440,430,.,760,110
734,2013Q3, Eyja- og Miklaholtshreppur,150,70,70,.,110,35
735,2013Q3, Snaefellsbaer,1680,860,810,.,1440,240
736,2013Q3, Sveitarfelagid Stykkisholmur,1140,590,550,.,1060,90
737,2013Q3, Dalabyggd,670,350,320,.,650,25
738,2013Q3, Bolungarvikurkaupstadur,940,490,450,.,810,130
739,2013Q3, Isafjardarbaer,3600,1780,1810,.,3290,310
740,2013Q3, Reykholahreppur,280,140,140,.,270,5
741,2013Q3, Vesturbyggd,1220,630,580,.,1080,140
742,2013Q3, Sudavikurhreppur,200,100,100,.,170,30
743,2013Q3, Arneshreppur,50,25,25,.,50,0
744,2013Q3, Kaldrananeshreppur,100,50,50,.,100,5
745,2013Q3, Strandabyggd,500,260,230,.,490,10
746,2013Q3, Hunathing vestra,1150,550,600,.,1110,45
747,2013Q3, Sveitarfelagid Skagastrond,490,260,230,.,480,15
748,2013Q3, Hunabyggd,1370,720,650,.,1280,90
749,2013Q3, Skagafjordur,4130,2070,2060,.,4020,110
750,2013Q3, Akureyrarbaer,17870,8840,9020,.,17400,470
751,2013Q3, Nordurthing,2820,1420,1400,.,2630,190
752,2013Q3, Fjallabyggd,1990,990,1000,.,1930,60
753,2013Q3, Dalvikurbyggd,1850,950,900,.,1700,150
754,2013Q3, Eyjafjardarsveit,1000,530,480,.,980,20
755,2013Q3, Horgarsveit,570,290,280,.,550,20
756,2013Q3, Svalbardsstrandarhreppur,400,200,190,.,370,30
757,2013Q3, Grytubakkahreppur,350,180,170,.,330,20
758,2013Q3, Tjorneshreppur,60,25,30,.,60,.
759,2013Q3, Thingeyjarsveit,1270,650,620,.,1230,40
760,2013Q3, Langanesbyggd,610,320,290,.,550,70
761,2013Q3, Fjardabyggd,4770,2550,2220,.,4290,480
762,2013Q3, Mulathing,4670,2420,2250,.,4410,260
763,2013Q3, Vopnafjardarhreppur,690,360,330,.,680,15
764,2013Q3, Fljotsdalshreppur,80,50,25,.,80,.
765,2013Q3, Vestmannaeyjabaer,4220,2190,2030,.,4030,190
766,2013Q3, Sveitarfelagid Arborg,7790,3930,3870,.,7490,300
767,2013Q3, Sveitarfelagid Hornafjordur,2160,1140,1030,.,2030,130
768,2013Q3, Myrdalshreppur,480,260,220,.,430,50
769,2013Q3, Skaftarhreppur,450,240,220,.,440,15
770,2013Q3, Asahreppur,190,90,100,.,170,15
771,2013Q3, Rangarthing eystra,1670,880,800,.,1500,180
772,2013Q3, Rangarthing ytra,1500,750,750,.,1380,120
773,2013Q3, Hrunamannahreppur,770,410,360,.,650,120
774,2013Q3, Hveragerdisbaer,2280,1160,1120,.,2190,90
775,2013Q3, Sveitarfelagid Olfus,1870,980,900,.,1630,240
776,2013Q3, Grimsnes- og Grafningshreppur,400,220,180,.,370,30
777,2013Q3, Skeida- og Gnupverjahreppur,530,270,260,.,480,50
778,2013Q3, Blaskogabyggd,910,460,450,.,810,100
779,2013Q3, Floahreppur,630,330,300,.,590,35
780,2013Q4,Total,319790,159800,160000,.,298640,21150
781,2013Q4,Capital region,204260,100900,103360,.,190700,13570
782,2013Q4, Reykjavikurborg,118220,58280,59950,.,109250,8970
783,2013Q4, Kopavogsbaer,31770,15730,16040,.,30000,1780
784,2013Q4, Seltjarnarnesbaer,4300,2110,2180,.,4100,190
785,2013Q4, Gardabaer,13910,6830,7070,.,13510,400
786,2013Q4, Hafnarfjardarkaupstadur,26900,13260,13640,.,25010,1890
787,2013Q4, Mosfellsbaer,8960,4580,4380,.,8630,330
788,2013Q4, Kjosarhreppur,210,120,100,.,200,10
789,2013Q4,Other regions,115530,58890,56630,.,107940,7590
790,2013Q4, Reykjanesbaer,14320,7230,7090,.,12970,1350
791,2013Q4, Grindavikurbaer,2860,1490,1370,.,2640,220
792,2013Q4, Sveitarfelagid Vogar,1110,560,550,.,1030,80
793,2013Q4, Sudurnesjabaer,2970,1560,1410,.,2570,400
794,2013Q4, Akraneskaupstadur,6630,3370,3260,.,6210,420
795,2013Q4, Skorradalshreppur,50,30,25,.,50,.
796,2013Q4, Hvalfjardarsveit,610,320,290,.,580,30
797,2013Q4, Borgarbyggd,3500,1800,1700,.,3330,170
798,2013Q4, Grundarfjardarbaer,850,420,430,.,750,100
799,2013Q4, Eyja- og Miklaholtshreppur,150,70,70,.,110,35
800,2013Q4, Snaefellsbaer,1680,860,810,.,1430,240
801,2013Q4, Sveitarfelagid Stykkisholmur,1140,590,550,.,1050,90
802,2013Q4, Dalabyggd,670,350,320,.,650,20
803,2013Q4, Bolungarvikurkaupstadur,930,480,450,.,800,140
804,2013Q4, Isafjardarbaer,3570,1770,1810,.,3250,330
805,2013Q4, Reykholahreppur,260,130,130,.,260,5
806,2013Q4, Vesturbyggd,1220,640,590,.,1080,140
807,2013Q4, Sudavikurhreppur,200,100,100,.,170,30
808,2013Q4, Arneshreppur,50,25,25,.,50,0
809,2013Q4, Kaldrananeshreppur,100,50,50,.,100,5
810,2013Q4, Strandabyggd,500,270,240,.,490,10
811,2013Q4, Hunathing vestra,1160,560,600,.,1110,45
812,2013Q4, Sveitarfelagid Skagastrond,500,260,240,.,480,15
813,2013Q4, Hunabyggd,1370,710,660,.,1280,90
814,2013Q4, Skagafjordur,4140,2080,2060,.,4020,120
815,2013Q4, Akureyrarbaer,17960,8910,9050,.,17490,470
816,2013Q4, Nordurthing,2800,1400,1390,.,2600,200
817,2013Q4, Fjallabyggd,2000,990,1010,.,1930,70
818,2013Q4, Dalvikurbyggd,1860,950,910,.,1710,150
819,2013Q4, Eyjafjardarsveit,1010,530,480,.,990,20
820,2013Q4, Horgarsveit,550,280,270,.,540,15
821,2013Q4, Svalbardsstrandarhreppur,380,200,180,.,350,35
822,2013Q4, Grytubakkahreppur,350,180,170,.,330,25
823,2013Q4, Tjorneshreppur,60,25,30,.,60,.
824,2013Q4, Thingeyjarsveit,1270,650,620,.,1230,40
825,2013Q4, Langanesbyggd,610,320,290,.,550,70
826,2013Q4, Fjardabyggd,4810,2580,2240,.,4320,490
827,2013Q4, Mulathing,4680,2410,2270,.,4410,280
828,2013Q4, Vopnafjardarhreppur,690,360,330,.,670,20
829,2013Q4, Fljotsdalshreppur,70,45,20,.,70,.
830,2013Q4, Vestmannaeyjabaer,4230,2190,2040,.,4030,200
831,2013Q4, Sveitarfelagid Arborg,7800,3940,3860,.,7500,300
832,2013Q4, Sveitarfelagid Hornafjordur,2150,1140,1010,.,2020,130
833,2013Q4, Myrdalshreppur,490,260,230,.,430,50
834,2013Q4, Skaftarhreppur,450,240,210,.,430,15
835,2013Q4, Asahreppur,190,90,100,.,170,15
836,2013Q4, Rangarthing eystra,1680,880,800,.,1500,180
837,2013Q4, Rangarthing ytra,1520,760,760,.,1390,120
838,2013Q4, Hrunamannahreppur,780,410,370,.,660,120
839,2013Q4, Hveragerdisbaer,2300,1160,1140,.,2210,90
840,2013Q4, Sveitarfelagid Olfus,1880,980,900,.,1630,250
841,2013Q4, Grimsnes- og Grafningshreppur,410,220,190,.,380,30
842,2013Q4, Skeida- og Gnupverjahreppur,520,270,250,.,480,45
843,2013Q4, Blaskogabyggd,910,470,450,.,830,90
